Genes	c1	c2	c3	p1	p2	p3	p4
Tbx3os2	0	0	0	0	0	0	0
Gm14250	0	0	0	0	0	0	0
Bace1	4.171591646	6.156342409	15.69819527	0	9.803752064	8.926519145	7.256982167
Gatsl2	3.780847228	11.17211824	6.235228375	0	3.797406447	10.58339744	2.547587438
Fcgr1	2.082622558	0	1.680393058	28.80052021	4.654186132	3.441528059	2.521577408
Bola1	14.21192357	26.30779971	15.22990683	0	16.54305164	2.57431699	27.2774411
Gtf2ird2	0.369656543	0.170579152	1.394059203	0	0.352572334	0.258702574	0.420788252
Gm26910	6.136057856	3.83632025	22.88364485	0	16.94062751	11.94247288	4.190962395
Olfr898	0	0	0	0	0	0	0
A930001A20Rik	0	0	0	0	0	0	0
Gm7736	0	0	0	0	0	0	0
Brd3	11.00657151	5.135003303	11.88856455	0.042503749	9.247273596	9.256656859	5.730528373
Gm27048	0	0.02629837	0	0	0	0	0
Vmn1r41	0	0	0	0	0	0	0
Ms4a18	0	0	0	0	0	0	0
Gm27027	0.252695118	0	0	0	0	0.195357811	0
Gm13734	0	0	0	0	0	0	0
Gm11711	0	0	0	0	0	0	0
Gm16117	0	0	0	0	0	0	0
Krtap4-8	0	0	0	0	0	0	0
Mir17hg	0	0.481913457	0	0	0.213428274	0.241795013	0
Klra8	0	0	0	0	0	0	0
Clec2f	0	0	0	0	0	0	0
Gm16552	0	0.533095207	0	0	0	1.248156449	0
BC022960	23.59785603	5.230683409	11.22568848	0	5.821808543	6.123707448	0.155955545
Rhox11-ps2	0	0	0	0	0	0	0
Gm14718	0	0	0	0	0	0.142102025	0
Iglj1	0	0	0	0	0	0	0
Igkv3-6	0	0	0	0	0	0	0
Gm12973	0	0	0	0	0	0	0
Gm43389	0	0	0.872367354	0	0	0	0.036347474
Svs3b	0	0	0	0	0	0	0
Tmc7	6.094101308	0.531167305	5.939560108	0	0.823455619	0.64962184	1.000124121
Gm43034	2.22838476	2.677021323	0.645413376	0	1.660047242	0.626823436	0.691853442
Gm12056	0	0	0	0	0	0	0
Gm16059	0	0.644326066	0.233018487	0	0	0.311161815	0
Nr2f6	4.880474148	9.18517379	6.704473406	0	2.141005149	6.79519847	5.015237329
Use1	8.568746844	10.44339184	8.352417951	6.522002851	9.757812962	9.443503482	7.59617166
Ocel1	1.250791118	2.074141124	2.036097693	0	1.36658717	2.094376029	1.507589312
Gm15725	1.140781258	153.0907724	1.615421054	221.1305616	2.769712674	104.3207737	2.683753901
Gm13019	0	0	0	0	0	0	0
Gm13041	0	0	0	0	0	0	0
Gm13506	0	0	0	0	0	0	0
Rhox5	0	0	0	0	0	0	1.823967717
Ube2e2	11.76567966	21.01320226	11.69187784	0	11.40127901	11.91020411	10.25820286
Vmn1r-ps75	0	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0	0
Gm10718	0	0	0	0	0	0	0
Olfr1472	0	0	0	0	0	0	0
Rps18	7.684915882	8.330076055	8.455612881	5.66180301	8.396370409	7.210828938	5.613974571
Gsdma3	0	0	0	0	0	0	0
Paqr9	0.825635921	0.290936283	0.676427047	0	2.46565426	0.051086756	1.015048425
Hist2h2aa1	0	140.198697	13.30667628	0	24.04242738	94.10392157	53.62395172
Pam16	7.929297444	10.47794506	10.17092909	0	21.00187115	9.850652576	9.764751567
Glis2	0.920854113	0.651876111	2.095658857	0	0.389268433	0.712295572	0.539099548
Gm42475	0	0	0	0	0	0	0
Gm42528	0	0	1.214262234	0	0.956885131	0	0
Gm42466	0	0	0	0	0	0	0.870427143
Gm43264	0	0	0	0	0	0	0
Gm43763	0	0	0	0	0	0	0
Gm15997	0	0	0	0	0	0	0
Gm42787	0	0	0.216058563	0	0	1.468963014	0
Olfr497	0	0	0	0	0	0	0
Scgb1b19	0	0	0	0	0	0	0
Gm14297	0	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0	0
Gm21586	0	0	0	0	0	0	0
Vmn1r-ps54	0	0	0	0	0	0	0
Gm6370	0	0	0	0	0	0	0
Gm2663	0	0	0	0	0	0	0
Gm3376	0	0	0	0	0	0	0
Pipox	0	0	0	0	1.159025975	0	0
Gm3993	0	0	0	0	0	0	0
Gm9938	0	4.64397188	1.074347969	0	0	1.886666606	3.116857912
Cisd1	173.5943586	176.1699405	135.2834104	0	159.4462742	136.0521881	158.0006883
Fermt2	60.8169667	58.09820811	59.94621188	0.248692896	73.82994754	53.75960489	56.48681339
Ccdc33	0	0	0	0	0	0.43547353	0
Gm20471	0	0	2.611921511	0	0	0.853520149	1.959660398
Gm3644	0	0	0	0	0	0	0
Gm20407	0	0	0	0	0	0	0.473343336
4930515G01Rik	0	2.244935119	0.907744404	0	0.605198378	2.74245973	0
Ubb	1303.369679	1320.607254	1264.960093	456.3552092	860.1740709	1042.083168	1882.207641
Gm20416	0	0	0	0	0	0	0
Gm20457	3.646485545	7.317023917	2.766209726	0	2.951111256	3.290730129	7.610042451
Gm20893	0	0	0	0	0	0	0
Gm28517	0	0	0	0	0	0	0
Gm29276	0	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0	0
Gm29570	0	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0	0
Gm29656	0	0	0	0	0	0	0
Atxn7l1os1	0	0	0	0	0	0	0
Gm20859	0	0	0	0	0	0	0
Gm15353	0	0	0	0	0	0	0
A130010J15Rik	1.77767245	0.414538787	0.273665559	0	3.070452905	1.091955715	0.071423886
4833412C05Rik	0	0	0	0	0	0	0
Hnrnpl	9.795795063	14.923592	9.732974317	0.191736435	11.35536622	8.2511304	10.85624373
G730013B05Rik	0	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0	0.060843849
A230060F14Rik	2.15610395	1.399576767	0.878048132	0	2.583006239	0.570550629	0.58130802
9030616G12Rik	0	0	0	0	0	0	0
4930505N22Rik	0	0	0	0	2.129796695	0	0
5430400D12Rik	0.408779823	0	2.38142144	0	8.485508287	0	1.284281363
Gm26906	6.525507407	3.171679318	2.560471	0	7.580298865	3.655175811	7.146554954
Tom1l2	3.38859675	3.559584425	7.590236674	0.038036068	1.960871305	2.636409987	6.457448489
Lgsn	0	0	0	0	0	0	0
Olfr70	0	0	0	0	0	0	0
Acvr1b	2.222871054	0.579185687	2.62198558	0	2.850496348	2.615447974	3.357192524
Snip1	11.88088656	6.991261934	14.95544483	0	6.929838494	8.041259522	6.910193699
Acvrl1	0	0	4.105108829	0	1.730916651	2.15450683	0.150990095
Pla2g4e	0.726899672	0	0.923310918	0.260403086	0	0	0
Gm20554	0	0	0.449237512	0	0.29957924	0	0
Obox3-ps2	0	0	0	0	0	0	0
Vmn2r-ps115	0	0	0	0	0	0	0
Vmn1r-ps23	0	0	0	0	0	0	0
Gm43196	0	0	0	0	0	0	0
Gm28141	0	0	0	0	0	0	0
1700126H18Rik	0	0	0	0	0	0	0
Fam228b	3.015994801	2.066498913	3.0941336	0	4.533102393	0.888724919	3.59674017
Nthl1	9.082898112	1.690489391	19.44766321	0	9.318098787	12.27022672	5.067780087
Gm42906	0	0	0	0	0	0	0
Paqr6	0	0	0	0.162422722	0	0.489469382	0
Meis3	18.31408841	6.844632795	10.24823544	0	8.373364974	15.69933665	14.43996299
Hibch	11.13705612	6.76631918	2.746788101	0	5.261500507	3.692002896	2.872796576
Nkx2-1	0	0	0	0	0	0	0
Olfr1372-ps1	0	0	0	0	0	0	0
RP24-266P6.3	0	0	0.339755858	0	0	0	0.169957334
Gm14762	0	0	0	0	0	0	0
RP23-434H14.8	0.151069894	0	0	0	0	0	0.15476179
RP24-467O4.3	0.087483689	0	0	0	0	0.946931331	0.955573876
RP23-261F17.2	0	0	0	0	0	0	0
Gpi1	18.65907137	42.42411682	10.76021565	1.104615135	16.05401451	24.95424344	18.35336311
RP24-419M4.2	0	0	0	0	0	0	0
RP24-419M4.4	0	0	0	0	0	0	0
Gm28603	0	0	0	0	0	0	0
Kcnn4	0.590835754	0	1.613542344	0	0.034714659	0.427543815	0
AC168977.2	0	0	0	0	0	0	0
Trav9d-2	0	0	0	0	0	0	0
Gm21921	0	0	0	0	0	0	0
D430019H16Rik	2.029671242	1.745977484	3.434434887	0.183962253	2.391499461	2.290329218	2.478999943
Gm9507	0	0	0	0	0	0	0
Slc7a4	1.514228833	1.903795502	1.244580597	0	1.820371277	2.479002475	1.516191953
Tfg	53.70805287	70.81749873	14.45220678	0	60.71068198	29.32336666	39.88304357
Tmem45a	3.010385963	1.570258913	2.848554902	0	2.452386648	2.972019086	0
Adgrg7	0	0	0	0	0	0	0
Tomm70a	14.26233198	38.43407415	15.81274367	21.12550811	18.37949338	13.32338803	18.93298702
Tmem30c	0	0	0	0	0	0	0
Klhl22	5.109020501	7.560766678	6.054511949	0.059970058	2.72290325	2.975978622	1.893685286
Nit2	80.63028408	68.93918549	49.71828262	0	29.67939454	47.42356449	42.39058228
P2rx6	0	0	0.149603045	0	0.698310852	0	0
Lrrc74b	0	0	0	0	0	0	0
4732440D04Rik	0.021193534	2.239433189	0.366399973	0	0.308595197	0.344108854	1.302194138
BC037156	0	0	0	0	0	0	0
Fbxl13	0	0	0	0	0	0	0
Trav5d-3	0	0	0	0	0	0	0
Sult1c2-ps2	0	0	0	0	0	0	0
Gm42905	0	0	0	0	0	0	0
Olfr1326-ps1	0	0	0	0	0	0	0
Gm43678	0	0	0	0	0	0	0
4932422M17Rik	0.261780182	0.092265122	0.238291655	0	0.381329647	0.202464423	0.071518613
Rnf185	13.84170184	10.84315811	9.653697682	142.0411046	6.979897371	6.292269295	8.552217472
Abat	2.555077001	27.67194179	6.977709762	0.277944712	10.96138334	13.99102966	6.566417008
Fam43a	1.932016591	0	3.926480637	0	0.409097723	4.344294497	0.184134262
Cbx3-ps6	54.5639242	60.63615749	14.1262904	0	54.23684095	32.33199543	66.67105485
Arf5	103.7071271	115.3604112	139.6281344	0	91.19220929	103.5496798	92.25427325
Gm38343	0	0	0	0	0	0	0
Guk1	44.62331695	42.94621704	27.89871151	0	31.76141745	24.94060467	35.17555295
Npc1l1	0	0	0	0	0	0	0
Gm38345	0	0	0	0	0	0	0
Gm38346	0	0	0	0	0	0	0
Gm37434	0	0	0	0	0	0	0
Gm38348	0	0	0	0	0	0	0
1700047N06Rik	0	0	0.273361051	0	0	0	0
Gm38349	0	0	0	0	0	0	0
Gm38350	0	0	0	0	0	0	0
CAAA01093181.1	0	0	0	0	0	0	0
Atp7b	0.751162044	1.654350125	0.781476162	0	0	1.120573235	0.085506091
Gm38351	0	0	0	0	0	0	0
Gm21412	0	0	0	0	0	0	0
Vmn1r-ps15	0	0	0	0	0	0	0
Ndc1	2.628516224	1.780113374	5.293978508	0	9.034362987	6.44269324	6.059117518
Lrrc42	7.644985992	19.96152798	10.90529485	25.04088218	17.07857171	7.772908203	10.65848121
Dmrtb1	2.817019481	5.339306393	3.108280996	0	2.564806323	2.938342726	2.973506844
Lrp8	1.924045307	1.89186842	0.89342943	0	0.477768555	0.503606466	0.736707964
Lrp8os1	0	0	0	0	0	0	0
Tceanc2	1.794121669	0.496368602	2.32156342	0.17131788	2.646001819	1.066640876	0.668390077
Tmem59	250.6769935	160.7986192	256.0297532	92.43506401	250.779997	225.0165152	236.2908727
Mtcl1	0.573406537	1.224325925	0.964326784	0	1.079546845	1.232884026	0.703623867
Gnpda1	37.95514106	29.57146596	11.56716656	71.41165467	22.68644283	32.08021918	26.65858239
Tasp1	3.572844972	8.277889995	6.309600938	0	6.180698881	6.35637324	7.052366775
Tsga13	0	0	0	0	0	0	0
Arhgap18	0.910120088	2.427576851	2.347397204	0	5.017892992	2.894200615	2.417413026
St6galnac5	0	0	0	0	0	0	0
Efhb	0.103835714	1.097751466	0.567153522	0	0	0.522093491	0.106373286
Crisp2	0	0	0	0	0	0	0
Cdc5l	41.92463255	30.01094538	20.36546725	0.177964006	42.50615388	33.75217176	35.39087872
Spats1	2.501236385	1.888705827	3.68639281	0	0.867524947	3.040265522	6.182540376
E330034G19Rik	0.873926628	0	0	0	0.361695083	0	0
Chuk	24.56171405	6.821348323	31.33247408	0	12.15934485	18.12294993	17.24208216
Erlin1	7.94202733	8.261834285	5.864502342	1.382903055	6.961813286	4.264345189	5.611986906
Tas2r110	0	0	0	0	0	0	0
Thbs1	0	0	3.962317124	0	9.859295331	16.44028137	0.246537982
Wfdc13	0	0	0	0	0	0	0
Got1	10.33690502	45.84874336	10.49172702	0.138669034	12.85476796	7.800739933	12.66895189
Cutc	7.943685504	3.1102179	7.284761551	0	10.17920041	6.3266433	5.14426596
Entpd7	1.38862612	1.198593824	1.506682928	0	0.612992247	0.26039189	1.197530676
Dnmbp	1.981013054	1.969556114	4.250713663	0	1.649043733	2.604985916	5.450833217
Abcc2	0	0	0.011166511	0	0	0.037957809	0
Cyp2c44	0	0	0	0	0	0	0
Cpn1	0	0.405702791	0	0	0	0	0
Cog1	7.038424205	6.216890983	7.424136346	0	6.374424801	6.596559191	5.176097699
Cbx1	6.979260252	8.170842523	8.756635271	0	4.096949975	6.215436571	6.758292144
Cdk5rap3	9.202141419	9.724120181	10.04819472	0.249584117	6.726277315	6.566590667	12.17187299
Olfr592	0	0	0	0	0	0	0
Ctsl	326.5130092	164.0134388	543.9164542	984.5239706	466.9215383	365.1256013	301.24077
Sfxn1	47.08605658	40.00822257	27.02412731	0.189233161	24.34414693	31.09913735	34.77848364
1700113B19Rik	0	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0	0
Olfr596	0	0	0	0	0	0	0
Ercc6l2	2.084122216	1.79121698	1.966596374	0.048927007	2.19837772	3.666528392	0.520781835
Gm38181	0	0	0	0	0	0	0
Flg	0	0	0	0	0	0	0
Gm38182	0.174546327	0.115341193	0	0	0.317855003	0.202547606	0.119227807
Drd1	0.470216289	0.138075092	0	0	0	0	0
Olfr584	0	0	0	0	0	0	0
Pnp2	0	24.04103948	0	0	0	2.181052764	4.81452914
Gm7171	0	0	0	0	0	0	0
Gm42518	0	3.243922399	0	0	0	0	0
4933401H06Rik	0	0	0	0	0	0	0
Gm42765	0	0	0	0	0	0	0
Gm7652	0	0	0	0	0	0	0
Glra4	0	0	0	0	0	0	0
Sparc	65.09812356	32.14133686	160.0340872	471.6903677	133.0454545	242.952259	60.18632005
Mief2	0.40141656	1.273002608	9.938803457	0	7.163115906	8.165834784	7.457082995
Gm13205	0	2.382341223	2.90936453	0	2.238390569	0	0
4930511M06Rik	0	0.092102303	0	0	0	0	0
Gm15510	0.769307238	0	0	0	1.120633562	0.356995733	2.522001336
Tmem167-ps1	0	0	0	0	0	0	0
Gm15609	0	0	0	0	0.254960262	0	0
Gm13620	2.16287151	1.905490314	5.907069089	0	1.96933256	4.60105415	7.202039584
C030005K06Rik	0	0.917957226	0	0.148585032	0	0	0
Rapgef3os1	0	0	0	0	0	0	0
Gm28848	0	0	0	0	0	0	0
Gm28115	0	0	0	0	0	0	0
Gm28948	0	0	0	0	0	0	0
Gm29582	0	0	0	0	0	0	0
Gm29572	0	0	0	0	0	0	0
4930562D21Rik	0	0	0	0	0	0	0
Gm21771	0	0	0	0	0	0	0
Add3	19.22177677	21.24682753	22.94822205	0	25.11784267	30.21274732	21.68985416
Oas1f	0	0	0	0	0	0	0
Acer1	0	0	0	0	0	0	0
Lysmd1	5.136354679	2.89792039	7.985347217	0	6.515550208	4.955118662	4.217643521
Chchd3	25.15314803	24.46599317	25.61020489	0	24.21708061	15.29957574	20.00189367
Lbr	20.23481557	7.120937871	13.19634348	70.12755512	11.38719726	16.51764705	15.72550671
Rhox2b	0	0	0	0	0	0	0
Fam207a	21.40453266	29.93937726	5.23394299	0	6.634330581	23.55807768	22.51232821
Gm42467	4.869508197	2.355196563	1.216868659	0	1.738736005	2.437255015	4.499801164
Guca2b	0	0	0	0	0	0	0
9330121J05Rik	4.637512168	5.703399699	3.2602238	0	0.919687688	4.652699003	2.508880716
Gm38374	0	0	0	0	0	0	0
Gm38390	0	0	0	0	0	0	0
Lpcat4	0.774991538	1.799955765	4.649815755	0.135628357	1.924425214	2.316158214	3.969974779
Chil4	0	0	0	0	0	0	0
Emc4	122.7099604	102.3697522	93.11387999	1.044041864	77.00607386	87.92835089	114.8551491
Slc12a6	3.637996532	1.167607176	2.313196114	0.492836842	1.048618839	1.201981147	3.146542866
Nop10	82.59798776	93.83673029	63.73536184	0	98.91041968	51.65222296	72.58199986
Katnbl1	17.70746773	23.09908769	13.04755295	0	20.51926445	11.35028952	24.73835242
Gm43101	0	0	0	0	0	0	0
Olfr1469	0	0	0	0	0	0	0
Myo5c	0.123113101	1.156935156	0	0	0.037375102	0	0
Rfwd3	2.083451422	4.629641936	8.746976235	0	0.679492869	1.539431593	3.589402728
Caskin1	9.894279459	8.40082337	13.79552554	0	10.06833714	18.14643072	13.6532884
Spata2l	0.054606094	1.298927616	1.88903582	0	1.740231461	0.760334026	0.5781209
Lgi3	5.865337598	15.84569922	57.94098395	0	20.80726182	23.12156117	27.7457225
Lurap1l	16.98859263	10.20230273	6.727409661	0	8.533942273	4.043365648	13.85008558
Gm5941	0	0	0	0	0	0	0
Olfr481	0	0	0	0	0	0	0
Fra10ac1	31.73187685	27.34642417	23.6827035	0	30.32665948	15.3215622	30.75955559
Gm42616	0.6274205	2.007213131	1.803589898	0	0	3.678121913	3.428177264
Psg26	0	0	0	0	0	0	0
Psg25	0	0	0	0	0	0	0
Dip2c	3.244375723	0.364010508	0.877653786	1.119787075	4.291571488	1.420514174	4.693170854
Gm2200	0	0	0	0	0	0	0
BC016548	0	0	0	0	0	0	0
Psg27	0	0	0	0	0	0	0
Psg21	0	0	0	0	0	0	0
Pdpr	1.041636941	1.288599946	0.201749014	0	0.322851761	2.74289965	1.574266807
Pcgf3	4.786006552	4.579698242	3.355191709	0.158903047	3.330780026	2.70206604	2.987074525
Pik3c3	12.63517763	14.81096023	7.253231693	0	14.50914596	15.57771982	9.54571033
Hacd3	194.5697216	92.07603158	93.25640125	196.5832656	158.818917	172.4946628	128.8148146
Adamts8	0	0	0.590260918	0	1.855493736	1.289755571	0.332165251
St14	0.64205761	0	0.865888713	0.091554977	0	0	0
Aplp2	280.7367964	144.8763868	298.6259646	1.440431631	296.3322896	403.4964449	270.9613393
Trpc6	0	0	0	0	0	0	0
Jam3	170.945008	88.08310732	151.8875156	0	200.0416503	162.315799	77.72794308
Spata19	0	0	0	0	0	0	3.525136233
Snx19	5.061680646	1.757274049	5.17513851	9.122491486	4.631253183	12.30518344	7.374145415
1700128F08Rik	0	0	0	0	0	0	0
Rnpepl1	3.24720039	3.141758288	2.157042134	0.522351959	1.990376224	2.690727639	2.839072476
Ndufa10	29.85902868	34.71462083	29.6307504	0	30.79700105	21.3433191	24.39911804
Spc24	12.18767773	45.56356915	45.31059677	0	10.25738761	15.68587697	59.94878657
Zfp872	0	0	0	0	0	0	0
A230072I06Rik	0	0	0	0	0	0	0
Eif2ak3	2.643912136	1.501693852	4.639369797	0	4.529360422	2.179649737	2.863148422
Gins3	0.28641704	4.238767944	1.407856781	0	0	5.627084747	0.430352318
Rbl2	8.459544425	5.191096944	5.746194721	0	5.850148665	6.855761398	6.395400383
Aktip	54.68279966	66.83715444	26.48495017	0.287366521	35.79531095	28.27554885	39.20842096
Sall1	3.288316715	2.526029606	0.933942753	26.23925877	4.934009986	2.706339061	4.024707782
Snx20	0.578047773	3.055561351	1.403278324	0	2.105290666	1.19238002	3.224498133
Brd7	18.41371058	13.29888291	16.69063211	0	10.75978206	14.62287552	11.7051455
Nkd1	21.0697441	26.69557408	30.96992753	0	19.69130987	27.56234057	25.64937618
As3mt	24.30257103	35.17243709	19.10602083	4.558060129	30.02942506	22.21624717	19.5089605
Slc38a1	8.380916159	4.192015841	2.398180482	0.190244311	9.264688838	10.8130928	5.454311689
Ssxb2	0	0	0	0	0	0	0
Cyp17a1	0	0	0	0	0	0	0
Ldb2	3.858765796	7.443470105	4.764310381	0	6.420912182	6.484253881	5.998175784
Gm26791	0	0	0	0	0	0	0
Nploc4	2.291608128	8.031735863	2.534684352	0	4.12802263	7.986177183	1.127603828
Gm10477	0	0	0	0	0	0	0
Gm29254	0	0	0	0	0	0.363941953	0
Guf1	7.840845626	7.186694974	6.458919479	0	7.365168757	5.70707013	4.863698956
Pou6f1	1.264308394	1.917663217	2.201737192	1.270177972	1.361331205	1.862379723	1.269015383
Cnga2	0	0	0	0	0	0.093409723	0
Chrna9	0	0	0	0	0	0	0
Rhoh	0	0	0.010083079	27.4338676	0.867470858	0.171391005	1.316615608
Apbb2	2.164262557	1.442523932	0.851197492	0.016901831	2.63001735	1.789542049	0.650649171
Pou6f2	0.406672772	0.09346563	0.370187479	0	0.128785377	0.136768443	0.277762414
Ugdh	63.13169099	52.81871285	29.70530817	0.123538254	30.86427614	43.05313476	51.80445974
Ube2k	4.020975353	8.78606537	3.28469339	0.101438648	5.739308746	5.161164532	3.711767091
Pds5a	1.367443322	1.260862529	1.066372158	12.39314955	1.402724311	1.494932548	2.297563551
Gm37135	0	0	3.297395036	0	0	0	0
Gm42700	0	0	0	0	0	0	0.077446705
Omg	422.1745214	346.4021843	216.9354461	0	417.4658863	316.9165768	294.4464166
Tsn	19.78851176	16.42575091	14.1250325	27.52215087	14.80042814	12.79725053	17.34009823
Olfr103	0	0	0	0	0	0	0
Gm43861	0	0	0	0	0	0	0.941932659
Rpap3-ps1	0	0	0.553947505	0	0	0	0
Ube2u	1.297829553	0.571680515	0	0	0	0	1.087880664
Gm37136	6.40954418	0	1.945152115	0	5.187262569	0.550828467	4.377691605
Dmrta1	3.485056573	14.80438204	6.264278359	0	11.34770395	0	5.728881014
Fam19a4	16.14516207	6.191928872	6.567210809	0	8.87057922	9.330497367	13.57805794
4833413E03Rik	0	0	0	0	0	0	0
Fam89b	2.844285616	10.43452085	3.688668327	71.42414672	6.030685723	3.345333919	4.976384846
Kdm3b	4.079572159	6.999548394	2.900202196	0.149663329	5.801498649	8.414957168	11.84871991
Gm11681	0	2.658139446	0	0	0.867451008	0	2.169289611
Gm11691	0	0	0	0	0	0	0
H2-Oa	0	0	0	11.69941817	1.728662021	0	2.463942543
Fut1	0	0	0	0	0	0	0
Eps15	2.332488	0.971564226	9.035461388	14.5969234	5.724692486	2.971065031	1.965402222
Angptl3	0	0	0.315451055	17.48250111	0.315519313	0	0.26034858
Ncaph	4.825988216	3.620036199	9.917151128	0	5.960115006	13.32410038	17.28041826
Cdkn2c	10.02232105	49.01266751	45.26098157	0	7.032975765	28.4381667	59.50414606
Dock7	0.026225022	1.767478103	1.742817338	0	0.393995732	0.390517528	0.255257525
Rnf11	24.87669514	40.91865011	12.68469833	119.0236066	25.69945779	20.98707482	13.94048713
Pip5k1c	1.481988215	2.687912552	7.67495796	0	0.204101716	10.39415513	7.468236071
Ttc39a	0	1.535692688	0	0	0.428977152	0	0.450508514
D11Bhm181e	0	0	0	0	0	0	0
Calr4	0	0	0	0	0	0.674249348	0
Osbpl9	1.595732715	6.735039795	3.924200176	5.319907657	8.153461821	5.204411341	2.732864594
Sidt2	3.058445915	3.293060357	4.156006353	0.341426588	0.995466475	5.382928026	0.625674017
Gm13409	0	0	0	0	0	0	0
Gm14405	0.177910328	0	0.161956871	0	0	0.27522134	0.364494494
Ppil4	11.83806211	5.449844499	15.59082572	0	16.06314569	13.64675588	13.92786418
Aph1a	2.172422666	3.809681065	5.34127975	0	3.512235499	3.564954174	1.539237888
Psg22	0	0	0	0	0	0	0
Med1	4.130382102	3.525703142	2.250944457	0.564304501	2.985146996	1.948113044	2.677200622
Gm17868	1.034188473	0	0	0.796309005	0	0.159971142	0
4930503L19Rik	9.890256104	5.259553393	10.81474742	0	10.65202898	10.30914336	17.67030314
Gm13376	0	0	0	0	0	0	0
E130111B04Rik	0	0	0	0	0	0	0
Gm13209	0	0	0	0	0	0	0
Gm15555	0	0	0	0	0	0	0
Gm14618	0	0	0	0	0	0	0
2810408I11Rik	1.042327415	2.525181552	0	0	0.569453814	0.04030959	3.488406796
Gm15391	0	0	0	0	0	0	0
Lhx1os	0	0	0	0	0	0.365023818	1.128154658
Tnfrsf26	0.139244563	1.798918552	0	0	2.281798224	0	0
Ifne	0	0	0	0	0	0	0
A130023I24Rik	0	0	0	0	0	0	0
Myd88	0.777379811	4.398644017	7.076400069	0	3.756653499	5.689259826	4.247556492
Fbxl2	4.908813992	5.982813409	9.501050653	0	3.297776325	4.755519095	4.68733712
Pdcd6ip	6.997298641	13.03924179	7.556052158	14.34016276	9.294992256	9.192859133	8.085415149
Stac	0	0	0	0	0	0	0
Arpp21	1.805947315	2.093350325	3.197285825	0.017426189	1.862685851	2.342211565	2.176350458
Dclk3	0	0	0	0	0	0	0
Trib1	5.919485922	4.753590199	8.541035897	94.67649764	11.87903389	11.26012736	10.94646623
Plau	1.061418328	0	0	0	1.610614252	0	0
Serpina9	0	0	0	0	0	0	0
Prm3	0	0	0	0	0	0	0
Ring1	0.668917419	5.107190703	2.587961614	0.429347272	2.842215542	2.349976323	0.913761226
Slc39a7	11.69208046	2.486227022	5.988106511	0	9.853238323	7.895018981	4.492888988
Ccdc158	0	0	0	0	0	0.617081237	0.38714732
Tdrp	2.556817915	2.621010903	7.553788486	0	0.804215249	4.584760457	0.87315763
Gm11114	0	0	0	0	0	0	0
Gm15023	0.336249749	0	0	0.143843812	9.184438063	0	0
Kcnj13	0.27075837	327.2188086	0	0	44.53282199	141.9116309	88.50968886
Rpl36a	1.930689906	1.327478597	2.35765796	2.901532959	2.486690228	0.364249698	1.447326205
Neu2	0	0.487758613	0	0	0.036016396	0	0
Gm11116	0	0	0	0	0	0	0
Gm11115	0	0	0	0	0	0	0
Npy5r	0	0	0	0	0	0.46184469	0
Adgrd1	0	0	0	0	0	0	0
2310058D17Rik	0	0.608375852	0	0	0.157229967	0	0.560125044
Mrpl50	52.87267834	48.82351509	29.03287001	0	40.10622702	38.62284254	48.56637045
Vwf	0.22992966	0.165731346	1.186085177	0	0	0.167077844	0.261740327
Defb39	0	0	0	0	0	0	0
Gm10104	0	0	0	0	0	0	0
Vmn1r-ps32	0	0	0	0	0	0	0
Fam104a	16.93389351	24.58433426	23.57878836	0	25.93675495	16.2814737	20.86193988
Olfr1126	0	0	0	0	0	0	0
Zfp846	4.647904099	1.237885615	5.490487458	0	4.763265424	2.95978252	1.402708043
Mmp1b	0	0	0	0	0	0	0
D11Wsu47e	4.767955714	1.891756868	1.590332811	0	3.446399764	2.22410611	8.725547958
Ggact	2.390181112	3.308854203	3.88536061	0	8.471666729	7.065252509	0.728814681
Gucy1a2	1.257688018	0.323164419	1.788859076	0	0.286292824	1.236319438	2.469642437
Prkacb	3.019341841	10.62369365	5.963316589	6.782932937	3.55084105	6.318361752	6.278736266
Apoh	0	0	0	0	0.342259581	0.242314564	0
1600012P17Rik	0	0	0	0	0	0	0
Olfr26	0	0	0	0	0	0	0
Vmn2r45	0	0	0	0	0	0	0
Msl3l2	25.88918161	17.23323755	11.16646845	0	11.63882781	16.77960083	25.09052919
M5C1000I18Rik	0	0	0.570775292	0	0	1.552006936	0
Amer1	2.016480127	0.071626099	4.500231136	0	1.984016325	3.006349248	2.765647174
Lgals3	0.743585245	12.66483225	2.21121257	0	48.47570246	2.070680285	2.471721393
C130071C03Rik	6.221117283	8.033294	2.803889885	0	4.243532893	4.60835874	4.262901523
Slc39a6	18.70854446	18.64470747	15.82481053	0	13.6671454	28.28095172	22.63482296
Ocstamp	0	0	0	0	0	0	0
Actl6a	11.58961239	10.23103085	14.97151539	0	10.07045154	8.388155717	15.60161548
Ccdc39	3.854268689	3.226332996	4.20736297	0	5.329350217	2.597832862	7.012665816
Ttc14	4.444181124	3.317411099	3.643274675	7.598746289	3.400277376	3.095797921	3.902652381
Pex5l	0.33064582	0.09709738	1.687387832	0	0.200691874	1.061805571	0.369550167
